id,smiles
89,CNC(=O)c1cc(Oc2ccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)cc2)ccn1
90,COc1cc2ncnc(N3CCc4c(O)cccc43)c2cc1OC
91,Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1Cl
92,COc1cc(Nc2ncc3c(n2)CCN(C(=O)c2ccccn2)C3)cc(OC)c1OC
93,CCc1cccc(NC(=O)Nc2ccc(-c3cc4ccccc4n3C(N)=O)cc2)c1
94,CC(C)(C)c1ccc(Nc2nnc(-c3cc4ccccc4nc3CCc3ccncc3)o2)cc1
95,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C)CCc1nn(C)cc1-4)C(=O)NC3
96,CCN1CCC(Oc2ccc3c(c2)C(=C(c2ccccc2)c2nc4ccc(OC)cc4[nH]2)C(=O)N3)CC1
97,Cc1ccc(C(=O)Nc2cccc(C(C)C)c2)cc1N1CCc2nc(N)ncc2C1
98,COc1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1
99,c1ccc(Nc2ncc(-c3ccccc3)s2)cc1
100,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)cc3Cl)c2cc1OC
101,Cc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4cnc5ccccc5c4)cc3)c12
102,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)c(Cl)c3)c21
103,Cc1cccc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(CO)c34)cc2)c1
104,Cn1ccc2ncnc(Oc3ccc(NC(=O)Cc4ccccc4)cc3)c21
105,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2ccc(Br)cc2)cc1
106,COc1cc(-c2cnc3ccc(NC(=O)NC(C)(C)C)nc3c2)ccc1O
107,COCCOc1cc2ncnc(NC3=CC(=O)C(N4CCOCC4)=CC3=O)c2cc1OC
108,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C
109,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccc(C(C)(C)C)cc2)no1
110,CCOc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1
111,COc1cc2nccc(Oc3ccc(CC(=O)Nc4cn(C)nc4C)cc3)c2cc1OC
112,CSc1ncc2c(n1)CCN(c1cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c1)C2
113,COc1ccc(-c2cc3c(NC(=O)C(C)C)ncnc3o2)cc1
114,Nc1n[nH]c2cccc(-c3cccc(NC(=O)Nc4ccc(F)c(F)c4)c3)c12
115,COCCn1nc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)cccc21
116,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(S(C)(=O)=O)C[C@@H]2C1
117,COc1cccc(Nc2nnc(Cc3ccncc3)c3ccccc23)c1
118,Cc1ccc(C(=C2C(=O)Nc3ccc(N)cc32)c2nc3ccccc3[nH]2)cc1
119,O=c1[nH]c2ccccc2cc1-c1nc2c([nH]1)CN(Cc1ccccc1)CC2
120,O=C(c1ccncc1)N1CCc2nc(-c3cc4cc(F)ccc4[nH]c3=O)[nH]c2C1
121,CCS(=O)(=O)c1cccc(Nc2ncc(-c3ccccc3)o2)c1
122,O=C(CCc1cn(Cc2ccc(Cl)cc2)c2ccccc12)Nc1ccncc1
123,COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1
124,COc1cc2ncnc(Nc3cccc4[nH]ccc34)c2cc1OC
125,Oc1cccc(Nc2nnc(Cc3ccncc3)c3ccccc23)c1
126,CC(C)Cn1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1c-4cnn1C)C(=O)NC3
127,CC(C)Cn1c2ccc(C(=O)c3ccsc3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3
128,Cn1cc(Nc2nccc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1
129,Clc1ccc2c(c1Nc1ncnc3cc(OCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2
130,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCOCC1)CC2
131,CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1
132,Cc1cccc(NC(=O)Cc2ccc(-c3csc4ccnc(N)c34)cc2)c1
133,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
134,COc1cc(OC)cc(-c2cc3cnc(NCCCN4CCN(C)CC4)nc3nc2NC(=O)NC(C)(C)C)c1
135,CN1CCN(c2ncc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)cn2)CC1
136,FC(F)(F)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1
137,CCO/N=C(/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4)C(C)C
138,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2C(F)(F)F)c1
139,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1
140,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4F)cc3)c12
141,O=C(Nc1cccc(Oc2ccc3nc(NC(=O)c4ccc(C(F)(F)F)cc4)cn3n2)c1)c1cccc(F)c1
142,COc1cc(OC)cc(N(c2ccc3ncc(-c4cnn(C)c4)cc3n2)C2CCNCC2)c1
143,COc1cc(O)c2c(c1)C=CCCCC(=O)C=CC[C@H](C)OC2=O
144,COc1ccc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)cc1
145,Cc1ccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)c(F)c1
146,O=C(Nc1ccc(Sc2ccnc3ccsc23)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
147,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccoc1
148,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNC(=O)CS(C)(=O)=O
149,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CN1CCCCC1
150,COc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1
151,O=C(CN1CCCC1)N1CCc2nc(-c3cc4ccccc4[nH]c3=O)[nH]c2C1
152,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccc4F)c3)o2)c1
153,COc1ccc(C(=O)OCCN(C(C)C)C(C)C)cc1NC(=O)Nc1cc(-c2cnn(C)c2)ccc1OC(F)(F)F
154,Cn1cnc(NCc2ccc3[nH]ncc3c2)c1-c1nnc(Nc2ccc(Cl)cc2)o1
155,Cc1n[nH]c2nccc(-c3ccc(NC(=O)NC4CCCC4)cc3)c12
156,Cc1n[nH]c2nccc(-c3ccc(NC(=O)NC4CCC4)cc3)c12
157,CN1CCN(CCCNc2cc3nc(N)c(-c4ccccc4)cc3cn2)CC1
158,Cc1cc(C)c(/C=C2\C(=O)NN=C2c2ccccc2)[nH]1
159,Cc1ccc(NC(=O)c2cc(CN3CCN(C)CC3)n(C(C)(C)C)n2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
160,COc1cc2c(Nc3cc(F)c(Oc4ccc(Cl)cc4)c(F)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F
161,O=C(CC1(N2CCOCC2)CCCCC1)Nc1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1
162,CC(C)NCCn1/c(=N/c2c(F)cccc2F)ccc2ncc(-c3cnn(C)c3)cc21
163,CS(=O)(=O)c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1
164,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cccc(Cl)c3)c3ccccc23)cc1
165,CNC(=O)N1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2)CC1
166,Cc1cccc(C)c1OC(=O)N(c1ccccc1)c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1
167,CN1CCN(CC(=O)Nc2ccc(C3CN=C4c5ccccc5NC(=O)N4C3)cc2)CC1
168,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
169,O=C(Nc1ccc(Br)cc1)c1ccccc1Cn1ccc2cnccc21
170,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(OC(C)C)nncc2c1
171,CCNc1nnc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)s1
172,O=C(Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c1)c1ccncc1
173,CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccccc2Cl)c(Cl)c1
174,Cc1cc(NC(=O)OCC(C)C)ccc1-c1cnc2c(-c3cccc(N4CCN(C)CC4)c3)cnn2c1N
175,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc1cn(C)nc1C
176,Nc1nccc(/C=C/c2c(-c3ccccc3)ncn2Cc2ccccc2)n1
177,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1
178,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCOCC3)ccc2C)n1
179,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CC(O)C(NCCO)C4)ccc2N3)cc1O
180,CCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12
181,C=c1nns/c1=c1\[nH][nH]c(=O)c1=Cc1cn(C)c2cccc(F)c12
182,Cn1cc(/C=C2\C(=O)NN=C2c2cnns2)c2c(Br)cccc21
183,O=C(Nc1cccc(Oc2ccc3nccn3n2)c1)c1cccc(C(F)(F)F)c1
184,COc1cc2nccc(CN3CCc4c(cccc4C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)c2cc1OC
185,Cc1ccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)cc1
186,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2
187,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(/C=C/c4ccccn4)ccn23)c1
188,CCN(CC)Cc1cccn1-c1ccc(N/C(=C2\C(=O)Nc3cc(C(=O)OC)ccc32)c2ccccc2)cc1
189,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3cc(N)nc(-c4ccc[nH]4)c3)cc2)c1
190,COc1cc(CCc2cc(-c3nc4ccc(C(=O)NCCN5CCOCC5)cc4[nH]3)n[nH]2)cc(OC)c1
191,CCN(CC)CCOc1cc2ncnc(Nc3ccc(NC(C)=O)cc3)c2cc1OC
192,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC
193,Cc1cc(COC(=O)NCc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)[nH]n3)cc2)no1
194,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN(C)C
195,CCOC(=O)CCCNC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)ccn2)c1
196,Nc1noc2cccc(-c3ccc(NC(=O)Nc4ccccc4OC(F)(F)F)cc3)c12
197,O=C(Nc1ccc(C#Cc2ccc3nccn3n2)cc1)Nc1cccc(C(F)(F)F)c1
198,O=C(Nc1ccc(Cl)cc1)c1ccccc1OCc1ccncc1
199,Cc1csc(C(=O)/C=C/c2cc3cccc(C)c3nc2Cl)c1
200,CCOCCN(CC)Cc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(C)cc3F)ccnc1N2
201,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1CC(N)=O
202,CNC(=O)Nc1ccc(Oc2ncnc3ccn(C)c23)cc1
203,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NCCOCCOCCOCCOC)cc3)n[nH]c2c1
204,COCCNC(=O)c1cccc2c1CCN(Cc1ccnc3cc(OC)c(OC)cc13)C2
205,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]cc(CCC(=O)O)c1C
206,COC(=O)CC[C@H](NC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)c2s1)C(=O)OC
207,Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1
208,COCCN1CCN(c2ccc(-c3cnn4c(N)c(-c5ccc(NC(=O)OCC(C)C)cc5)cnc34)cc2)CC1
209,O=C(Nc1ccc(F)cc1)Nc1ccc(/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1
210,O=C1Cc2cnc(Nc3ccccc3)nc2-c2ccccc2N1
211,CCO/N=C/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4
212,O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2cn[nH]c2c1
213,COc1cc2c(cc1OC)Oc1ncnc(Oc3cccc(Cl)c3F)c1NC2
214,CNc1nccc(Oc2ccc3c(C(=O)Nc4ccc(Cl)cc4)cccc3c2)n1
215,Cn1cnc(-c2cc(NC(=O)Nc3nccs3)cc(C(F)(F)F)c2)c1
216,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1O
217,COCc1cccc2nc(-c3[nH]nc4ncc(-c5cncc6ccccc56)cc34)[nH]c12
218,Cc1cccc(NC(=O)Nc2cccc(N3CCc4c(cnc5ccnn45)C3)c2)c1
219,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCc5nn[nH]n5)sc34)cc2)c1
220,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@@H]2C(=O)N1
221,CC(C)(Nc1nc(Nc2ccc3nc[nH]c3c2)[nH]c(=O)n1)c1ccccc1
222,COc1ccc2c(Oc3ccc(CC(=O)Nc4ncc(C)s4)c(OC)c3)ccnc2c1
223,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(C(N)=O)ccc2N3)cc1O
224,COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OCCCC(=O)NO
225,Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)Nc4ccccc45)ccc23)c(C)n1
226,COc1ccccc1Nc1ncc(-c2ccccc2)o1
227,CC(CN(C)C)Cn1cc(-c2cncc(-c3ccsc3)c2)c2ccccc21
228,CCn1cc(CN(Cc2ccc(-c3cc4nccc(Oc5ccc6oc(Nc7ccc(Cl)cc7)nc6c5)c4s3)nc2)C(C)C)nn1
229,C[C@@H]1C[C@H]2CN1CCn1[nH]c3c(cccc3c1=O)-c1nc3c(cccc3[nH]c1=O)O2
230,COc1cc(Nc2c(C#N)cnc3cc(C#CCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
231,CCOC(=O)c1ccc2c(c1)NC(=O)C2C(=Nc1ccc(CN2CCCCC2)cc1)c1ccccc1
232,Cc1sc2ncnc(N)c2c1-c1ccc(NS(=O)(=O)c2ccccc2)cc1
233,CC(=O)Nc1oc(-c2cncc(-c3cccc(Cl)c3)c2)nc1-c1ccccc1
234,CN1CCN(c2cccc3[nH]c(=O)c(-c4nc5ccccc5[nH]4)c(N)c23)CC1
235,Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc1)CCN2
236,O=C(CC(=O)Nc1ccc(Oc2ccnc3cc(C(=O)N4CCCC4)sc23)c(F)c1)Nc1ccccc1
237,Nc1ncc(-c2cccc(Cl)c2)c2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12
238,Cc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1
239,CN(c1ccc(NC(=O)NC2CCCC2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1
240,COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1
241,O=C(CN1CCOCC1)N1CCc2nc(-c3cc4c(F)cccc4[nH]c3=O)[nH]c2C1
242,Nc1ncnc2snc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12
243,Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCC(=O)O)c[nH]4)c3)cc2F)c1
244,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC3CCN(C)CC3)ccc1N2
245,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCCC5)cccc4c3)c2cc1OC
246,Cc1cc(Nc2nc(NCCc3cccnc3)ncc2Br)[nH]n1
247,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(F)ccc4F)cc3)c2cc1OC
248,CCc1cccc(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1
249,COc1cc2ncnc(Oc3ccc(NC(=O)NC4CC4)c4ccccc34)c2cc1OC
250,CC(C)(C)c1cc(NC(=O)n2ccc3cc(Oc4ncnc5c4CNC5)cnc32)no1
251,Cc1ccc(C(=O)Nc2ccccc2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1
